Tank,date_time2,Date,Time,Status,day,month,Cohort,Zub_temp,Target.temp,meanTemp,Day
1,2022-02-05 02:00:00,2022-02-05,02:00:00,Symb,5,Feb,LD,24.780078,25,24.6,6
1,2022-02-05 03:00:00,2022-02-05,03:00:00,Apo,5,Feb,LD,24.9954863333333,25,24.6,6
1,2022-02-05 03:00:00,2022-02-05,03:00:00,Symb,5,Feb,LD,24.8329863333333,25,24.6,6
1,2022-02-05 04:00:00,2022-02-05,04:00:00,Apo,5,Feb,LD,24.9621863333333,25,24.6,6
1,2022-02-05 04:00:00,2022-02-05,04:00:00,Symb,5,Feb,LD,24.7996863333333,25,24.6,6
1,2022-02-05 05:00:00,2022-02-05,05:00:00,Apo,5,Feb,LD,24.945053,25,24.6,6
1,2022-02-05 05:00:00,2022-02-05,05:00:00,Symb,5,Feb,LD,24.782553,25,24.6,6
1,2022-02-05 06:00:00,2022-02-05,06:00:00,Apo,5,Feb,LD,24.923778,25,24.6,6
1,2022-02-05 06:00:00,2022-02-05,06:00:00,Symb,5,Feb,LD,24.761278,25,24.6,6
1,2022-02-05 07:00:00,2022-02-05,07:00:00,Apo,5,Feb,LD,24.9889946666667,25,24.6,6
1,2022-02-05 07:00:00,2022-02-05,07:00:00,Symb,5,Feb,LD,24.8264946666667,25,24.6,6
1,2022-02-05 08:00:00,2022-02-05,08:00:00,Apo,5,Feb,LD,25.0436446666667,25,24.6,6
1,2022-02-05 08:00:00,2022-02-05,08:00:00,Symb,5,Feb,LD,24.8811446666667,25,24.6,6
1,2022-02-05 09:00:00,2022-02-05,09:00:00,Apo,5,Feb,LD,24.9987696666667,25,24.6,6
1,2022-02-05 09:00:00,2022-02-05,09:00:00,Symb,5,Feb,LD,24.8362696666667,25,24.6,6
1,2022-02-05 10:00:00,2022-02-05,10:00:00,Apo,5,Feb,LD,24.9440863333333,25,24.6,6
1,2022-02-05 10:00:00,2022-02-05,10:00:00,Symb,5,Feb,LD,24.7815863333333,25,24.6,6
1,2022-02-05 11:00:00,2022-02-05,11:00:00,Apo,5,Feb,LD,25.020778,25,24.6,6
1,2022-02-05 11:00:00,2022-02-05,11:00:00,Symb,5,Feb,LD,24.858278,25,24.6,6
